,location,total_sqft,bath,price,BHK,loaction
7402,TC Palaya,1200.0,2.0,70.0,2,TC Palaya
7403,other,660.0,1.0,35.0,1,Shettigere
7404,Bhoganhalli,1205.0,2.0,68.32,2,Bhoganhalli
7405,Haralur Road,1200.0,2.0,46.0,2,Haralur Road
7406,Akshaya Nagar,1421.0,2.0,73.0,3,Akshaya Nagar
7407,6th Phase JP Nagar,1250.0,3.0,48.9,3,6th Phase JP Nagar
7408,Whitefield,524.0,1.0,29.0,1,Whitefield
7409,Thubarahalli,1540.0,3.0,90.0,3,Thubarahalli
7410,Sarjapur  Road,984.0,2.0,45.91,2,Sarjapur  Road
7411,Rachenahalli,985.0,2.0,50.17,2,Rachenahalli
7412,other,1140.0,2.0,60.0,2,Byrasandra
7413,Begur Road,1410.0,2.0,44.42,3,Begur Road
7414,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3,Raja Rajeshwari Nagar
7415,Devanahalli,1360.0,2.0,62.425,2,Devanahalli
7416,Dasarahalli,1333.0,2.0,86.65,2,Dasarahalli
7417,Electronic City,1258.0,2.0,85.5,2,Electronic City
7418,other,1458.0,2.0,87.0,3,Dodda Nekkundi Extension
7419,Electronic City,1386.0,2.0,85.0,2,Electronic City
7420,Electronic City Phase II,1140.0,2.0,32.92,2,Electronic City Phase II
7421,other,550.0,1.0,27.0,1,Electronic City
7422,Lakshminarayana Pura,1200.0,2.0,83.0,2,Lakshminarayana Pura
7423,other,1081.0,2.0,39.0,2,Belathur
7424,other,1178.0,2.0,80.0,2,Pampa Extension
7425, Devarachikkanahalli,991.0,2.0,40.0,2,Devarachikkanahalli
7426,Gottigere,1493.0,2.0,90.0,3,Gottigere
7427,Kammasandra,1080.0,2.0,31.99,2,Kammasandra
7428,Dasanapura,814.0,2.0,53.0,2,Dasanapura
7429,Electronic City,1025.0,2.0,50.0,2,Electronic City
7430,Bannerghatta Road,1115.0,2.0,61.0,2,Bannerghatta Road
7431,other,1175.0,2.0,52.86,2,Hanumanth Nagar
7432,KR Puram,1100.0,2.0,45.0,2,KR Puram
7433,Banashankari,1450.0,2.0,50.75,2,Banashankari
7434,6th Phase JP Nagar,1810.0,3.0,131.0,3,6th Phase JP Nagar
7435,other,1426.0,2.0,71.0,3,Gunjur Palya
7436,Kalyan nagar,1100.0,2.0,70.0,2,Kalyan nagar
7437,Electronic City Phase II,650.0,1.0,35.0,1,Electronic City Phase II
7438,Old Madras Road,1350.0,3.0,47.25,3,Old Madras Road
7439,Kaikondrahalli,900.0,2.0,27.0,2,Kaikondrahalli
7440,Billekahalli,1360.0,2.0,110.0,2,Billekahalli
7441,Yeshwanthpur,674.0,1.0,36.85,1,Yeshwanthpur
7442,Whitefield,1655.0,3.0,110.0,3,Whitefield
7443,other,1300.0,2.0,95.0,2,Cholanayakanahalli
7444,other,936.0,1.0,53.0,1,"Panathur Road,"
7445,other,1277.0,2.0,92.0,2,Kaverappa Layout
7446,other,1200.0,2.0,54.0,2,Gkvk Layout
7447,Hormavu,1015.0,2.0,39.08,2,Hormavu
7448,Budigere,1153.0,2.0,60.0,2,Budigere
7449,Kengeri,1035.0,2.0,51.5,2,Kengeri
7450,Uttarahalli,1150.0,2.0,46.0,2,Uttarahalli
7451,Malleshwaram,1020.0,2.0,80.0,2,Malleshwaram
7452,8th Phase JP Nagar,1160.0,2.0,95.0,2,8th Phase JP Nagar
7453,Bisuvanahalli,1075.0,2.0,31.0,3,Bisuvanahalli
7454,Brookefield,1225.0,2.0,72.0,2,Brookefield
7455,other,1350.0,3.0,60.0,3,Nagappa Reddy Layout
7456,Kanakpura Road,1300.0,3.0,69.0,3,Kanakpura Road
7457,Channasandra,830.0,2.0,36.28,2,Channasandra
7458,Hennur Road,1155.0,2.0,69.18,2,Hennur Road
7459,Jalahalli,905.0,2.0,55.0,2,Jalahalli
7460,Vijayanagar,1375.0,2.0,75.0,3,Vijayanagar
7461,other,1575.0,2.0,31.11,2,Rajankunte
7462,Electronic City,1140.0,2.0,33.84,2,Electronic City
7463,Hormavu,1550.0,2.0,60.0,3,Hormavu
7464,Kannamangala,957.0,2.0,55.0,2,Kannamangala
7465,9th Phase JP Nagar,890.0,2.0,45.0,2,9th Phase JP Nagar
7466,Electronic City,1070.0,2.0,55.0,2,Electronic City
7467,Rachenahalli,925.0,2.0,37.0,2,Rachenahalli
7468,Kammasandra,1415.0,2.0,60.0,2,Kammasandra
7469,Thanisandra,1225.0,2.0,37.0,2,Thanisandra
7470,Whitefield,840.0,1.0,57.0,1,Whitefield
7471,Thanisandra,1732.0,3.0,112.0,3,Thanisandra
7472,Parappana Agrahara,1200.0,1.0,45.0,1,Parappana Agrahara
7473,Bhoganhalli,1260.0,2.0,69.9,2,Bhoganhalli
7474,other,1092.0,2.0,49.0,2,Doddanakundi Industrial Area 2
7475,other,827.0,2.0,34.0,2,Kachanayakanahalli
7476,Horamavu Banaswadi,1357.0,2.0,54.0,2,Horamavu Banaswadi
7477,Chamrajpet,650.0,1.0,40.0,2,Chamrajpet
7478,7th Phase JP Nagar,1370.0,2.0,54.79,3,7th Phase JP Nagar
7479,Whitefield,1725.0,3.0,106.0,3,Whitefield
7480,Jalahalli,1000.0,2.0,70.0,2,Jalahalli
7481,TC Palaya,1350.0,1.0,55.0,1,TC Palaya
7482,Bellandur,1717.0,3.0,110.0,3,Bellandur
7483,Kanakpura Road,700.0,2.0,34.0,2,Kanakpura Road
7484,other,800.0,2.0,32.0,2,Shanthi Pura
7485,Sonnenahalli,1415.0,2.0,65.0,3,Sonnenahalli
7486,Kambipura,883.0,2.0,37.01,2,Kambipura
7487,Yelahanka,700.0,1.0,38.0,1,Yelahanka
7488,Sarjapur,1445.0,3.0,50.0,3,Sarjapur
7489,HSR Layout,1140.0,2.0,46.0,2,HSR Layout
7490,Thanisandra,933.0,2.0,66.0,2,Thanisandra
7491,Electronic City Phase II,1155.0,2.0,57.0,2,Electronic City Phase II
7492,Whitefield,1130.0,2.0,36.0,2,Whitefield
7493,Bannerghatta,1200.0,2.0,73.2,2,Bannerghatta
7494,other,1055.0,2.0,43.0,2,Basaveshwara Nagar Yelahanka
7495,Rajaji Nagar,1555.0,3.0,125.0,3,Rajaji Nagar
7496,Bellandur,1420.0,3.0,62.0,3,Bellandur
7497,Devanahalli,658.0,1.0,26.91,1,Devanahalli
7498,KR Puram,1035.0,2.0,40.0,2,KR Puram
7499,Begur Road,1200.0,2.0,44.0,2,Begur Road
7500,Yelahanka New Town,488.0,1.0,20.0,1,Yelahanka New Town
7501,other,993.0,2.0,42.0,2,Gunjur Palya
7502,Hoodi,1225.0,2.0,45.0,2,Hoodi
7503,TC Palaya,900.0,2.0,55.0,2,TC Palaya
7504,Sompura,825.0,2.0,32.0,2,Sompura
7505,Electronic City Phase II,1800.0,3.0,92.0,3,Electronic City Phase II
7506,Kanakpura Road,1167.0,2.0,63.0,2,Kanakpura Road
7507,Sarjapur,1150.0,2.0,41.0,2,Sarjapur
7508,other,650.0,1.0,50.0,1,Byatarayanapura
7509,Sarjapur  Road,675.0,1.0,27.0,1,Sarjapur  Road
7510,other,720.0,1.0,32.39,1,Anwar Layout
7511,Yelahanka New Town,1100.0,2.0,58.0,2,Yelahanka New Town
7512,Uttarahalli,1330.0,2.0,58.0,3,Uttarahalli
7513,Banashankari,1770.0,3.0,108.0,3,Banashankari
7514,Pai Layout,1000.0,2.0,42.0,2,Pai Layout
7515,Kanakpura Road,1419.59,2.0,65.0,3,Kanakpura Road
7516,Kodihalli,1400.0,3.0,81.0,3,Kodihalli
7517,Horamavu Agara,750.0,2.0,37.49,2,Horamavu Agara
7518,Bannerghatta,1070.0,2.0,87.0,2,Bannerghatta
7519,Kannamangala,1536.0,3.0,107.0,3,Kannamangala
7520,Sarjapur  Road,1773.5,2.0,102.92,3,Sarjapur  Road
7521,Electronic City,1342.0,2.0,72.0,2,Electronic City
7522,other,1600.0,3.0,130.0,3,Chandra Layout
7523,Kanakapura,938.0,1.0,50.0,1,Kanakapura
7524,Budigere,1820.0,3.0,99.0,3,Budigere
7525,Kanakpura Road,1665.0,3.0,78.0,3,Kanakpura Road
7526,Basavangudi,1850.0,3.0,150.0,3,Basavangudi
7527,Bommanahalli,1091.0,2.0,40.0,2,Bommanahalli
7528,Sarjapur  Road,1346.0,2.0,74.03,2,Sarjapur  Road
7529,JP Nagar,1060.0,2.0,33.95,2,JP Nagar
7530,Whitefield,1059.0,2.0,57.0,2,Whitefield
7531,Hebbal,1299.0,2.0,97.0,2,Hebbal
7532,Yelahanka,1491.0,3.0,85.0,3,Yelahanka
7533,Basaveshwara Nagar,1200.0,2.0,85.0,2,Basaveshwara Nagar
7534,Hulimavu,581.0,1.0,29.0,1,Hulimavu
7535,other,1296.0,2.0,70.0,2,Devarabeesana Halli
7536,other,1125.0,2.0,55.0,2,Doctors Layout
7537,Electronic City,1275.0,3.0,70.0,3,Electronic City
7538,Kothanur,1095.0,2.0,55.0,2,Kothanur
7539,Old Madras Road,1330.0,2.0,74.0,2,Old Madras Road
7540,Marathahalli,1135.0,2.0,60.0,2,Marathahalli
7541,Whitefield,516.0,1.0,39.0,1,Whitefield
7542,other,1194.0,2.0,51.0,2,Doddanakundi Industrial Area 2
7543,Electronic City,770.0,1.0,38.0,2,Electronic City
7544,Chikkalasandra,1355.0,3.0,54.2,3,Chikkalasandra
7545,Whitefield,1116.0,2.0,51.91,2,Whitefield
7546,Bhoganhalli,1707.0,3.0,115.0,3,Bhoganhalli
7547,Sultan Palaya,1070.0,2.0,49.0,2,Sultan Palaya
7548,Tumkur Road,1240.0,2.0,83.0,3,Tumkur Road
7549,JP Nagar,1300.0,2.0,91.65,2,JP Nagar
7550,Ambalipura,1700.0,2.0,76.0,2,Ambalipura
7551,Yeshwanthpur,1383.0,2.0,76.18,3,Yeshwanthpur
7552,Electronic City,1200.0,2.0,34.65,2,Electronic City
7553,Hulimavu,935.0,2.0,45.0,2,Hulimavu
7554,Jalahalli,615.0,1.0,46.0,1,Jalahalli
7555,KR Puram,1116.0,2.0,45.0,2,KR Puram
7556,Whitefield,1639.0,3.0,107.0,3,Whitefield
7557,Marathahalli,1839.0,3.0,130.0,3,Marathahalli
7558,other,1300.0,2.0,63.0,2,Byatarayanapura
7559,Horamavu Agara,625.0,1.0,27.0,1,Horamavu Agara
7560,Thanisandra,933.0,1.0,61.0,1,Thanisandra
7561,Electronic City,1005.0,2.0,39.77,2,Electronic City
7562,Horamavu Agara,1080.0,2.0,38.0,2,Horamavu Agara
7563,Vishwapriya Layout,910.0,2.0,36.0,2,Vishwapriya Layout
7564,Hormavu,1200.0,2.0,73.0,2,Hormavu
7565,Electronic City,1110.0,2.0,39.9,2,Electronic City
7566,Kothanur,1142.0,2.0,56.0,2,Kothanur
7567,AECS Layout,1005.0,2.0,55.0,2,AECS Layout
7568,other,1626.6,3.0,133.0,3,3rd Block Banashankari
7569,Kothanur,1074.0,2.0,54.0,2,Kothanur
7570,Basavangudi,1230.0,2.0,80.0,2,Basavangudi
7571,Electronic City,660.0,1.0,23.0,2,Electronic City
7572,other,1007.0,2.0,48.0,2,Coconut Grove Layout
7573,Whitefield,1820.0,3.0,113.0,3,Whitefield
7574,other,1100.0,2.0,60.0,2,Basapura
7575,other,1348.0,2.0,100.0,2,Anjappa Layout
7576,Kasavanhalli,1230.0,2.0,66.25,2,Kasavanhalli
7577,Horamavu Agara,1176.0,2.0,37.62,3,Horamavu Agara
7578,Uttarahalli,1590.0,3.0,57.0,3,Uttarahalli
7579,Frazer Town,1200.0,2.0,78.0,2,Frazer Town
7580,other,1298.0,2.0,65.0,2,"Off Sarjapur Road,"
7581,Hosa Road,1161.0,2.0,55.15,2,Hosa Road
7582,Kothanur,1285.0,2.0,60.0,2,Kothanur
7583,Electronic City,1644.0,3.0,92.59,3,Electronic City
7584,Kasavanhalli,1819.0,3.0,150.0,3,Kasavanhalli
7585,1st Phase JP Nagar,1205.0,2.0,85.0,2,1st Phase JP Nagar
7586,Uttarahalli,1050.0,2.0,42.0,2,Uttarahalli
7587,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2,Raja Rajeshwari Nagar
7588,9th Phase JP Nagar,1240.0,2.0,39.89,3,9th Phase JP Nagar
7589,Jigani,1221.0,3.0,70.0,3,Jigani
7590,Kanakpura Road,1339.0,2.0,63.0,2,Kanakpura Road
7591,Haralur Road,1315.0,2.0,85.0,2,Haralur Road
7592,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2,Raja Rajeshwari Nagar
7593,Bisuvanahalli,850.0,2.0,27.0,2,Bisuvanahalli
7594,7th Phase JP Nagar,1600.0,2.0,110.0,3,7th Phase JP Nagar
7595,Electronic City,1250.0,2.0,62.0,2,Electronic City
7596,other,1312.0,2.0,56.5,3,Motappa Layout
7597,Electronic City Phase II,1300.0,2.0,28.0,2,Electronic City Phase II
7598,other,760.0,2.0,38.5,2,Medahalli
7599,Kadugodi,1614.0,2.0,59.0,3,Kadugodi
7600,other,1182.0,2.0,60.1,3,Basava Nagar
7601,other,1053.0,2.0,46.29,2,Avalahalli
7602,Hennur Road,1590.0,3.0,105.0,3,Hennur Road
7603,other,1035.0,2.0,52.79,2,Chennammana Kere
7604,Kothanur,1075.0,2.0,53.0,2,Kothanur
7605,TC Palaya,900.0,2.0,55.0,2,TC Palaya
7606,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3,Raja Rajeshwari Nagar
7607,Thanisandra,1702.0,3.0,107.0,3,Thanisandra
7608,Bisuvanahalli,1080.0,2.0,65.0,3,Bisuvanahalli
7609,Kasavanhalli,1189.0,2.0,45.0,2,Kasavanhalli
7610,Tumkur Road,1035.0,2.0,39.0,2,Tumkur Road
7611,Hennur Road,1200.0,2.0,36.0,2,Hennur Road
7612,Kanakpura Road,1300.0,3.0,69.0,3,Kanakpura Road
7613,Yelahanka,1330.0,2.0,93.65,2,Yelahanka
7614,Kaggalipura,1210.0,2.0,65.0,3,Kaggalipura
7615,Chikkalasandra,1350.0,2.0,54.2,3,Chikkalasandra
7616,Kaval Byrasandra,1900.0,2.0,65.0,3,Kaval Byrasandra
7617,other,1410.0,3.0,90.0,3,Doddanakundi Industrial Area 2
7618,Narayanapura,1469.0,2.0,99.14,2,Narayanapura
7619,Varthur,986.0,2.0,30.0,2,Varthur
7620,other,1460.0,2.0,87.0,3,RBI Layout
7621,other,1260.0,2.0,85.05,3,Chandra Layout
7622,Chandapura,1345.0,2.0,39.5,3,Chandapura
7623,Panathur,980.0,2.0,57.0,2,Panathur
7624,Kudlu Gate,1164.0,2.0,75.0,2,Kudlu Gate
7625,Subramanyapura,929.0,1.0,51.0,2,Subramanyapura
7626,Kundalahalli,1065.0,2.0,70.0,2,Kundalahalli
7627,Budigere,1172.0,2.0,56.725,2,Budigere
7628,Electronic City,1020.0,2.0,30.27,2,Electronic City
7629,Gunjur,1362.0,3.0,62.63,3,Gunjur
7630,Yeshwanthpur,672.0,1.0,36.85,1,Yeshwanthpur
7631,Brookefield,1746.0,3.0,115.0,3,Brookefield
7632,Electronic City,1025.0,2.0,29.6,2,Electronic City
7633,Harlur,1532.0,2.0,65.0,2,Harlur
7634,other,1250.0,2.0,65.0,2,Ganga Nagar
7635,Thanisandra,1188.0,2.0,39.0,2,Thanisandra
7636,Marathahalli,1170.0,2.0,85.0,2,Marathahalli
7637,other,1800.0,3.0,150.0,3,BEL Road
7638,other,1000.0,2.0,35.0,2,Madavara
7639,Babusapalaya,1061.0,2.0,34.0,2,Babusapalaya
7640,KR Puram,1290.0,2.0,69.0,2,KR Puram
7641,Sarjapur,1200.0,2.0,42.6,2,Sarjapur
7642,Bharathi Nagar,1120.0,2.0,39.29,2,Bharathi Nagar
7643,Electronic City,418.0,1.0,12.0,1,Electronic City
7644,Sarjapur,1333.0,3.0,50.0,3,Sarjapur
7645,Sarjapur  Road,1691.0,3.0,119.0,3,Sarjapur  Road
7646,Thanisandra,747.0,1.0,34.355,1,Thanisandra
7647,Balagere,1012.0,2.0,70.0,2,Balagere
7648,Kudlu,1245.0,2.0,60.0,3,Kudlu
7649,7th Phase JP Nagar,1765.0,3.0,118.0,3,7th Phase JP Nagar
7650,Gottigere,1110.0,2.0,36.25,2,Gottigere
7651,other,967.0,2.0,47.8,2,Akash Nagar
7652,Sarjapur,1044.0,2.0,36.0,2,Sarjapur
7653,Brookefield,1518.0,3.0,80.0,3,Brookefield
7654,KR Puram,1300.0,2.0,57.0,3,KR Puram
7655,other,1798.0,3.0,73.0,3,Seetharampalya
7656,KR Puram,866.28,2.0,36.38,2,KR Puram
7657,Singasandra,1179.0,2.0,56.0,2,Singasandra
7658,Uttarahalli,1125.0,2.0,48.0,2,Uttarahalli
7659,5th Phase JP Nagar,1190.0,2.0,61.8,2,5th Phase JP Nagar
7660,Jakkur,1761.0,3.0,84.52,3,Jakkur
7661,Cooke Town,1700.0,3.0,120.0,3,Cooke Town
7662,Electronic City,1128.0,2.0,64.8,2,Electronic City
7663,Electronic City,1220.0,2.0,35.25,3,Electronic City
7664,other,509.0,1.0,20.0,1,Shauhardha Layout
7665,Varthur,1045.0,2.0,40.65,2,Varthur
7666,Marathahalli,1102.0,2.0,53.67,2,Marathahalli
7667,other,1800.0,3.0,82.0,4,Omkar Nagar
7668,Hebbal Kempapura,1436.0,2.0,75.0,3,Hebbal Kempapura
7669,other,1397.0,2.0,52.0,3,Chikkadunnasandra
7670,Kothanur,1140.0,2.0,56.0,2,Kothanur
7671,Sarjapur  Road,1335.0,2.0,95.0,2,Sarjapur  Road
7672,Hebbal,1255.0,3.0,77.68,3,Hebbal
7673,Thanisandra,1140.0,2.0,59.0,2,Thanisandra
7674,Thanisandra,663.0,1.0,46.0,1,Thanisandra
7675,Kanakpura Road,1450.0,3.0,60.9,3,Kanakpura Road
7676,Kodichikkanahalli,1400.0,3.0,66.0,3,Kodichikkanahalli
7677,other,1339.0,2.0,53.56,2,Divya Unnathi Layout
7678,Electronic City,1220.0,2.0,35.23,3,Electronic City
7679,other,1305.0,2.0,52.0,2,Harohalli
7680,Green Glen Layout,1740.0,3.0,80.0,3,Green Glen Layout
7681,Anekal,680.0,1.0,21.0,2,Anekal
7682,Bannerghatta Road,1154.0,2.0,47.0,2,Bannerghatta Road
7683,Munnekollal,1200.0,2.0,40.0,2,Munnekollal
7684,Hennur,1155.0,2.0,54.5,2,Hennur
7685,Sarjapur  Road,1525.0,2.0,63.0,3,Sarjapur  Road
7686,Padmanabhanagar,1100.0,2.0,60.0,2,Padmanabhanagar
7687,Hormavu,1250.0,2.0,65.0,2,Hormavu
7688,Kothanur,1400.0,2.0,70.0,2,Kothanur
7689,other,1600.0,3.0,100.0,3,Ittamadu
7690,Electronic City,1060.0,2.0,55.0,2,Electronic City
7691,Horamavu Banaswadi,1272.0,2.0,50.0,2,Horamavu Banaswadi
7692,Kanakpura Road,1296.0,2.0,105.0,2,Kanakpura Road
7693,Karuna Nagar,1945.0,3.0,115.0,3,Karuna Nagar
7694,Chandapura,1033.0,2.0,30.47,3,Chandapura
7695,other,1235.0,2.0,52.76,2,Gunjur Palya
7696,other,850.0,2.0,42.5,2,2nd Phase JP Nagar
7697,Subramanyapura,1880.0,3.0,110.0,3,Subramanyapura
7698,Kenchenahalli,1060.0,2.0,52.0,2,Kenchenahalli
7699,Vasanthapura,1037.0,2.0,36.28,2,Vasanthapura
7700,other,1150.0,2.0,39.0,2,"Electronic city phase 1,"
7701,LB Shastri Nagar,1184.0,2.0,62.0,2,LB Shastri Nagar
7702,Sarjapur  Road,1680.0,3.0,126.0,3,Sarjapur  Road
7703,Thanisandra,1411.0,3.0,100.0,3,Thanisandra
7704,Kanakpura Road,900.0,2.0,41.0,2,Kanakpura Road
7705,Thanisandra,1702.0,3.0,120.0,3,Thanisandra
7706,Yelahanka,1185.0,2.0,45.0,2,Yelahanka
7707,Kanakpura Road,1300.0,3.0,64.0,3,Kanakpura Road
7708,other,1545.0,3.0,65.0,3,Lavakusha Nagar
7709,Jigani,1300.0,3.0,55.0,3,Jigani
7710,JP Nagar,1107.0,2.0,57.0,2,JP Nagar
7711,Old Madras Road,1720.0,3.0,106.0,3,Old Madras Road
7712,Bannerghatta Road,1000.0,2.0,44.5,2,Bannerghatta Road
7713,Electronic City,710.0,1.0,40.42,1,Electronic City
7714,Thanisandra,1100.0,2.0,38.0,2,Thanisandra
7715,Bannerghatta Road,1250.0,2.0,48.0,2,Bannerghatta Road
7716,Hegde Nagar,1584.01,3.0,104.0,3,Hegde Nagar
7717,Kaggadasapura,1485.0,2.0,70.0,3,Kaggadasapura
7718,Hennur Road,1100.0,2.0,78.0,3,Hennur Road
7719,8th Phase JP Nagar,1245.0,2.0,59.0,2,8th Phase JP Nagar
7720,Hennur Road,1880.0,4.0,154.0,4,Hennur Road
7721,other,1050.0,2.0,45.0,2,Anathanagar
7722,Bannerghatta Road,1640.0,3.0,105.0,3,Bannerghatta Road
7723,other,1165.0,2.0,65.0,2,Basavanapura
7724,Kengeri Satellite Town,1110.0,2.0,43.0,2,Kengeri Satellite Town
7725,Haralur Road,1300.0,2.0,75.0,2,Haralur Road
7726,other,1200.0,1.0,42.0,2,adigondanhalli
7727,Hennur Road,1232.0,2.0,69.61,2,Hennur Road
7728,Jalahalli,1704.0,3.0,94.36,3,Jalahalli
7729,7th Phase JP Nagar,1275.0,2.0,88.0,3,7th Phase JP Nagar
7730,Sarjapur  Road,1222.0,2.0,68.0,3,Sarjapur  Road
7731,Varthur,1155.0,2.0,39.0,2,Varthur
7732,Electronic City,1000.0,2.0,29.95,2,Electronic City
7733,Horamavu Banaswadi,1200.0,2.0,45.0,2,Horamavu Banaswadi
7734,Yelahanka,1517.0,3.0,71.28,3,Yelahanka
7735,Horamavu Agara,1166.0,2.0,37.29,2,Horamavu Agara
7736,Electronic City,870.0,2.0,24.0,2,Electronic City
7737,Whitefield,1345.0,3.0,58.0,3,Whitefield
7738,Dommasandra,900.0,3.0,75.0,3,Dommasandra
7739,Chandapura,971.0,2.0,38.0,3,Chandapura
7740,Hennur,1255.0,2.0,52.32,2,Hennur
7741,EPIP Zone,1810.0,2.0,65.0,2,EPIP Zone
7742,other,1300.0,2.0,58.0,2,"Whitefield,"
7743,Thanisandra,1185.0,2.0,45.0,2,Thanisandra
7744,Pattandur Agrahara,1350.0,2.0,68.0,2,Pattandur Agrahara
7745,Budigere,1590.0,3.0,76.16,3,Budigere
7746,Somasundara Palya,1650.0,3.0,126.0,3,Somasundara Palya
7747,other,1645.0,3.0,87.0,3,Off Bannergatta Road
7748,Hennur Road,1748.0,3.0,103.0,3,Hennur Road
7749,Channasandra,1200.0,3.0,67.77,3,Channasandra
7750,Kengeri Satellite Town,1170.0,2.0,50.0,2,Kengeri Satellite Town
7751,Hulimavu,1320.0,2.0,65.0,3,Hulimavu
7752,Bhoganhalli,1610.0,3.0,84.53,3,Bhoganhalli
7753,Sarjapur  Road,1510.0,2.0,110.0,3,Sarjapur  Road
7754,other,1305.0,2.0,45.68,3,Kanakapura  Rod
7755,Mahadevpura,1500.0,2.0,70.0,3,Mahadevpura
7756,Margondanahalli,1448.0,3.0,70.0,3,Margondanahalli
7757,Sarjapur  Road,1242.0,2.0,78.0,2,Sarjapur  Road
7758,Sonnenahalli,1268.0,2.0,58.0,2,Sonnenahalli
7759,Ramamurthy Nagar,1101.0,2.0,50.0,2,Ramamurthy Nagar
7760,other,1255.0,2.0,65.0,2,Kallumantapa
7761,Gunjur,1362.0,3.0,62.63,3,Gunjur
7762,Hosa Road,1089.0,2.0,32.67,2,Hosa Road
7763,Uttarahalli,1345.0,2.0,57.0,3,Uttarahalli
7764,Kaggalipura,950.0,2.0,45.0,2,Kaggalipura
7765,HBR Layout,1068.0,2.0,43.0,2,HBR Layout
7766,Yelahanka New Town,860.0,1.0,31.0,2,Yelahanka New Town
7767,Yelahanka,1756.0,3.0,66.73,3,Yelahanka
7768,Whitefield,1205.0,2.0,41.0,2,Whitefield
7769,Banashankari,1800.0,3.0,125.0,3,Banashankari
7770,Hormavu,1604.0,3.0,68.0,3,Hormavu
7771,Chandapura,1015.0,2.0,25.88,2,Chandapura
7772,Banashankari,1200.0,2.0,42.0,3,Banashankari
7773,Ananth Nagar,1010.0,2.0,38.0,2,Ananth Nagar
7774,Doddakallasandra,1010.0,2.0,41.0,2,Doddakallasandra
7775,Yelahanka,1050.0,2.0,33.1,2,Yelahanka
7776,Harlur,1710.0,3.0,85.0,3,Harlur
7777,Attibele,410.0,1.0,10.0,1,Attibele
7778,Bannerghatta Road,1656.0,2.0,62.93,3,Bannerghatta Road
7779,other,1451.0,3.0,68.0,3,Naganathapura
7780,JP Nagar,1250.0,2.0,93.0,2,JP Nagar
7781,Sonnenahalli,1340.0,2.0,42.0,3,Sonnenahalli
7782,other,1100.0,2.0,38.5,2,Abbaiah Reddy Layout
7783, Devarachikkanahalli,1700.0,3.0,71.0,3,Devarachikkanahalli
7784,KR Puram,1096.0,2.0,43.0,2,KR Puram
7785,Electronic City Phase II,1160.0,2.0,33.5,2,Electronic City Phase II
7786,other,1936.0,3.0,139.0,3,"Sarjapur Road,"
7787,Nehru Nagar,1269.0,2.0,63.0,3,Nehru Nagar
7788,Panathur,1586.0,3.0,125.0,3,Panathur
7789,Kanakpura Road,1452.0,3.0,56.5,3,Kanakpura Road
7790,Hosa Road,1538.0,3.0,107.0,3,Hosa Road
7791,other,935.0,2.0,40.0,2,Upadhyaya Layout
7792,other,1220.0,2.0,65.0,2,Ashwath Nagar
7793,Harlur,1197.0,2.0,77.0,2,Harlur
7794,Varthur,674.0,1.0,19.9,2,Varthur
7795,Kengeri,410.0,1.0,15.0,1,Kengeri
7796,Thanisandra,1573.0,3.0,90.0,3,Thanisandra
7797,Dodda Nekkundi,1135.0,2.0,58.0,2,Dodda Nekkundi
7798,other,1400.0,2.0,40.43,3,Huskur
7799,other,1200.0,1.0,65.0,1,Agrahara Dasarahalli
7800,other,1800.0,3.0,95.0,3,Ittamadu
7801,Sonnenahalli,1268.0,2.0,56.0,2,Sonnenahalli
7802,Kambipura,883.0,2.0,39.0,2,Kambipura
7803,Yelahanka,1600.0,3.0,100.0,3,Yelahanka
7804,Thanisandra,1056.0,2.0,70.0,2,Thanisandra
7805,KR Puram,1204.0,2.0,58.0,2,KR Puram
7806,other,1410.0,2.0,54.0,3,Tejaswini Nagar
7807,Hennur Road,1460.0,2.0,80.3,2,Hennur Road
7808,Dodda Nekkundi,1100.0,2.0,41.18,2,Dodda Nekkundi
7809,other,1310.0,2.0,88.0,2,Govindapura
7810,Sector 2 HSR Layout,1600.0,3.0,90.0,3,Sector 2 HSR Layout
7811,other,1250.0,2.0,55.0,2,Lottegolla Halli
7812,Sarjapur  Road,1665.0,3.0,74.93,3,Sarjapur  Road
7813,Uttarahalli,1345.0,2.0,57.0,3,Uttarahalli
7814,Singasandra,1416.0,2.0,67.0,2,Singasandra
7815,HSR Layout,1145.0,2.0,46.0,2,HSR Layout
7816,Jigani,1231.0,3.0,58.0,3,Jigani
7817,Yelahanka,1664.0,3.0,73.95,3,Yelahanka
7818,Rajiv Nagar,972.0,2.0,43.0,2,Rajiv Nagar
7819,Bellandur,1185.0,2.0,47.39,2,Bellandur
7820,Green Glen Layout,1750.0,3.0,81.0,3,Green Glen Layout
7821,Balagere,1007.0,2.0,68.0,2,Balagere
7822,Whitefield,1250.0,2.0,85.0,2,Whitefield
7823,other,1200.0,2.0,54.0,2,Telecom Layout
7824,Horamavu Agara,994.0,2.0,42.28,2,Horamavu Agara
7825,Ramamurthy Nagar,1150.0,2.0,40.0,2,Ramamurthy Nagar
7826,Thanisandra,1220.0,2.0,46.0,2,Thanisandra
7827,other,1441.0,2.0,115.0,2,Hennur Gardens
7828,Old Madras Road,1157.0,2.0,47.32,2,Old Madras Road
